"class","term","property","parent term","depth","term kind","field tier","abstract","description","rdfs:comment","json path","reached via paths"
"Sample","citedBy.author.affiliation.sameAs","sameAs","citedBy.author.affiliation","4","validation property","","","Alias for the affiliation","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.sameAs","16"
"Sample","citedBy.author.affiliation.url","url","citedBy.author.affiliation","4","validation property","","","URL of the affiliation","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.url","16"
"Sample","citedBy.author.name","name","citedBy.author","3","validation property","","","Name of the person","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.name","8"
"Sample","citedBy.author.email","email","citedBy.author","3","validation property","","","Email address of the person","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.email","8"
"Sample","citedBy.author.familyName","familyName","citedBy.author","3","validation property","","","Family name (surname) of the person","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.familyName","8"
"Sample","citedBy.author.givenName","givenName","citedBy.author","3","validation property","","","Given (first) name of the person","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.givenName","8"
"Sample","citedBy.author.identifier","identifier","citedBy.author","3","validation property","","","Unique identifier of the person, like an ORCID ID","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.identifier","8"
"Sample","citedBy.author.role","role","citedBy.author","3","validation property","","","Role the person played in creating the dataset","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.role","8"
"Sample","citedBy.author.title","title","citedBy.author","3","validation property","","","Title of the person","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.title","8"
"Sample","citedBy.author.url","url","citedBy.author","3","validation property","","","Link to the homepage or other web content describing the person","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[0].items.properties.url","8"
"Sample","citedBy.author.alternateName","alternateName","citedBy.author","3","validation property","","","Alias of the name","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.alternateName","8"
"Sample","citedBy.author.name","name","citedBy.author","3","validation property","","","Name of the organization","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.name","8"
"Sample","citedBy.author.parentOrganization","parentOrganization","citedBy.author","3","validation property","","","Name of the parent organization. For instance, the parentOrganization of NIAID is the National Institutes of health (NIH)","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.parentOrganization","8"
"Sample","citedBy.author.email","email","citedBy.author","3","validation property","","","Email address of the organization","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.email","8"
"Sample","citedBy.author.identifier","identifier","citedBy.author","3","validation property","","","Unique identifier of the organization","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.identifier","8"
"Sample","citedBy.author.role","role","citedBy.author","3","validation property","","","What role the organization played in creating the dataset","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.role","8"
"Sample","citedBy.author.url","url","citedBy.author","3","validation property","","","Link to the organization","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.url","8"
"Sample","citedBy.abstract","abstract","citedBy","2","validation property","","","Abstract of the publication","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.abstract","2"
"Sample","citedBy.datePublished","datePublished","citedBy","2","validation property","","","Date the article was published","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.datePublished","2"
"Sample","citedBy.description","description","citedBy","2","validation property","","","Description of the publication","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.description","2"
"Sample","citedBy.name","name","citedBy","2","validation property","","","Title of the publication","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.name","2"
"Sample","citedBy.identifier","identifier","citedBy","2","validation property","","","An identifier associated with the citation such as a digital object identifier (DOI), PubMed ID (PMID), or PubMed Central ID (PMCID)","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.identifier","2"
"Sample","citedBy.pmid","pmid","citedBy","2","validation property","","PubMed identifier","A PubMed identifier (PMID) of the referenced publication","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.pmid","2"
"Sample","citedBy.doi","doi","citedBy","2","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced publication","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.doi","2"
"Sample","citedBy.issueNumber","issueNumber","citedBy","2","validation property","","","Issue number where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.issueNumber","2"
"Sample","citedBy.journalName","journalName","citedBy","2","validation property","","","Journal where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.journalName","2"
"Sample","citedBy.journalNameAbbrev","journalNameAbbrev","citedBy","2","validation property","","","Abbreviated journal name where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.journalNameAbbrev","2"
"Sample","citedBy.pagination","pagination","citedBy","2","validation property","","","Page numbers in the journal where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.pagination","2"
"Sample","citedBy.url","url","citedBy","2","validation property","","","The url of the article","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.url","2"
"Sample","citedBy.volumeNumber","volumeNumber","citedBy","2","validation property","","","Volume of the journal where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.volumeNumber","2"
"Sample","citedBy.citation","citation","citedBy","2","validation property","","","The bibliographic citation string for the article as is provided","","hits[Sample].validation.properties.citedBy.anyOf[0].items.properties.citation","2"
"Sample","citedBy.author","author","citedBy","2","validation property","","","Author(s) of the referenced work","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.author","2"
"Sample","citedBy.abstract","abstract","citedBy","2","validation property","","","Abstract of the referenced work","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.abstract","2"
"Sample","citedBy.datePublished","datePublished","citedBy","2","validation property","","","Date the referenced work was published","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.datePublished","2"
"Sample","citedBy.description","description","citedBy","2","validation property","","","Description of the referenced work","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.description","2"
"Sample","citedBy.hasPart","hasPart","citedBy","2","validation property","","","A portion of the work","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart","2"
"Sample","citedBy.hasPart.author","author","citedBy.hasPart","3","validation property","","","Author(s) of the publication","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author","2"
"Sample","citedBy.hasPart.author.affiliation","affiliation","citedBy.hasPart.author","4","validation property","","","","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.affiliation","8"
"Sample","citedBy.hasPart.author.name","name","citedBy.hasPart.author","4","validation property","","","Name of the person","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.name","4"
"Sample","citedBy.hasPart.author.email","email","citedBy.hasPart.author","4","validation property","","","Email address of the person","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.email","4"
"Sample","citedBy.hasPart.author.familyName","familyName","citedBy.hasPart.author","4","validation property","","","Family name (surname) of the person","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.familyName","4"
"Sample","citedBy.hasPart.author.givenName","givenName","citedBy.hasPart.author","4","validation property","","","Given (first) name of the person","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.givenName","4"
"Sample","citedBy.hasPart.author.identifier","identifier","citedBy.hasPart.author","4","validation property","","","Unique identifier of the person, like an ORCID ID","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.identifier","4"
"Sample","citedBy.hasPart.author.role","role","citedBy.hasPart.author","4","validation property","","","Role the person played in creating the dataset","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.role","4"
"Sample","citedBy.hasPart.author.title","title","citedBy.hasPart.author","4","validation property","","","Title of the person","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.title","4"
"Sample","citedBy.hasPart.author.url","url","citedBy.hasPart.author","4","validation property","","","Link to the homepage or other web content describing the person","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.url","4"
"Sample","citedBy.hasPart.author.alternateName","alternateName","citedBy.hasPart.author","4","validation property","","","Alias of the name","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.alternateName","4"
"Sample","citedBy.hasPart.author.name","name","citedBy.hasPart.author","4","validation property","","","Name of the organization","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.name","4"
"Sample","citedBy.hasPart.author.parentOrganization","parentOrganization","citedBy.hasPart.author","4","validation property","","","Name of the parent organization. For instance, the parentOrganization of NIAID is the National Institutes of health (NIH)","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.parentOrganization","4"
"Sample","citedBy.hasPart.author.email","email","citedBy.hasPart.author","4","validation property","","","Email address of the organization","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.email","4"
"Sample","citedBy.hasPart.author.identifier","identifier","citedBy.hasPart.author","4","validation property","","","Unique identifier of the organization","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.identifier","4"
"Sample","citedBy.hasPart.author.role","role","citedBy.hasPart.author","4","validation property","","","What role the organization played in creating the dataset","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.role","4"
"Sample","citedBy.hasPart.author.url","url","citedBy.hasPart.author","4","validation property","","","Link to the organization","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.url","4"
"Sample","citedBy.hasPart.abstract","abstract","citedBy.hasPart","3","validation property","","","Abstract of the publication","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.abstract","2"
"Sample","citedBy.hasPart.datePublished","datePublished","citedBy.hasPart","3","validation property","","","Date the article was published","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.datePublished","2"
"Sample","citedBy.hasPart.description","description","citedBy.hasPart","3","validation property","","","Description of the publication","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.description","2"
"Sample","citedBy.hasPart.name","name","citedBy.hasPart","3","validation property","","","Title of the publication","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.name","2"
"Sample","citedBy.hasPart.identifier","identifier","citedBy.hasPart","3","validation property","","","An identifier associated with the citation such as a digital object identifier (DOI), PubMed ID (PMID), or PubMed Central ID (PMCID)","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.identifier","2"
"Sample","citedBy.hasPart.pmid","pmid","citedBy.hasPart","3","validation property","","PubMed identifier","A PubMed identifier (PMID) of the referenced publication","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.pmid","2"
"Sample","citedBy.hasPart.doi","doi","citedBy.hasPart","3","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced publication","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.doi","2"
"Sample","citedBy.hasPart.issueNumber","issueNumber","citedBy.hasPart","3","validation property","","","Issue number where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.issueNumber","2"
"Sample","citedBy.hasPart.journalName","journalName","citedBy.hasPart","3","validation property","","","Journal where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.journalName","2"
"Sample","citedBy.hasPart.journalNameAbbrev","journalNameAbbrev","citedBy.hasPart","3","validation property","","","Abbreviated journal name where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.journalNameAbbrev","2"
"Sample","citedBy.hasPart.pagination","pagination","citedBy.hasPart","3","validation property","","","Page numbers in the journal where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.pagination","2"
"Sample","citedBy.hasPart.url","url","citedBy.hasPart","3","validation property","","","The url of the article","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.url","2"
"Sample","citedBy.hasPart.volumeNumber","volumeNumber","citedBy.hasPart","3","validation property","","","Volume of the journal where the article appears","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.volumeNumber","2"
"Sample","citedBy.hasPart.citation","citation","citedBy.hasPart","3","validation property","","","The bibliographic citation string for the article as is provided","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.citation","2"
"Sample","citedBy.includedInDataCatalog","includedInDataCatalog","citedBy","2","validation property","","","Data or tool catalog which houses the work","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog","2"
"Sample","citedBy.includedInDataCatalog.name","name","citedBy.includedInDataCatalog","3","validation property","","","Data or tool catalog name","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.name","2"
"Sample","citedBy.includedInDataCatalog.url","url","citedBy.includedInDataCatalog","3","validation property","","","Link to data or tool catalog","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.url","2"
"Sample","citedBy.includedInDataCatalog.versionDate","versionDate","citedBy.includedInDataCatalog","3","validation property","","","date the metadata was harvested from the catalog","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.versionDate","2"
"Sample","citedBy.includedInDataCatalog.archivedAt","archivedAt","citedBy.includedInDataCatalog","3","validation property","","","The url(s) of one or more datasets, tools, resources or other items listed in a DataCatalog or ResourceCatalog","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.archivedAt","2"
"Sample","citedBy.name","name","citedBy","2","validation property","","","Name or title","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.name","2"
"Sample","citedBy.identifier","identifier","citedBy","2","validation property","","","An identifier associated with the work","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.identifier","2"
"Sample","citedBy.relationship","relationship","citedBy","2","validation property","","","How the works are related","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.relationship","2"
"Sample","citedBy.doi","doi","citedBy","2","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced work","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.doi","2"
"Sample","citedBy.url","url","citedBy","2","validation property","","","The url of the work","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.url","2"
"Sample","citedBy.citation","citation","citedBy","2","validation property","","","The bibliographic citation for the referenced work as is provided","","hits[Sample].validation.properties.citedBy.anyOf[2].items.properties.citation","2"
"Sample","isRelatedTo","isRelatedTo","","1","validation property","optional","related resources or samples (via curation)","Datasets, resources, or samples which are related to the given sample; often sample involved in the same study. These linkages are created via human curation.","Dataset, resource/resource catalog or computational tool which are related to the given dataset, resource/resource catalog or computational tool.","hits[Sample].validation.properties.isRelatedTo","1"
"Sample","isRelatedTo.author","author","isRelatedTo","2","validation property","","","Author(s) of the publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author","2"
"Sample","isRelatedTo.author.affiliation","affiliation","isRelatedTo.author","3","validation property","","","","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation","16"
"Sample","isRelatedTo.author.affiliation.name","name","isRelatedTo.author.affiliation","4","validation property","","","Name of the affiliation, such as a university","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.name","16"
"Sample","isRelatedTo.author.affiliation.sameAs","sameAs","isRelatedTo.author.affiliation","4","validation property","","","Alias for the affiliation","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.sameAs","16"
"Sample","isRelatedTo.author.affiliation.url","url","isRelatedTo.author.affiliation","4","validation property","","","URL of the affiliation","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.url","16"
"Sample","isRelatedTo.author.name","name","isRelatedTo.author","3","validation property","","","Name of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.name","8"
"Sample","isRelatedTo.author.email","email","isRelatedTo.author","3","validation property","","","Email address of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.email","8"
"Sample","isRelatedTo.author.familyName","familyName","isRelatedTo.author","3","validation property","","","Family name (surname) of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.familyName","8"
"Sample","isRelatedTo.author.givenName","givenName","isRelatedTo.author","3","validation property","","","Given (first) name of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.givenName","8"
"Sample","isRelatedTo.author.identifier","identifier","isRelatedTo.author","3","validation property","","","Unique identifier of the person, like an ORCID ID","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.identifier","8"
"Sample","isRelatedTo.author.role","role","isRelatedTo.author","3","validation property","","","Role the person played in creating the dataset","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.role","8"
"Sample","isRelatedTo.author.title","title","isRelatedTo.author","3","validation property","","","Title of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.title","8"
"Sample","isRelatedTo.author.url","url","isRelatedTo.author","3","validation property","","","Link to the homepage or other web content describing the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[0].items.properties.url","8"
"Sample","isRelatedTo.author.alternateName","alternateName","isRelatedTo.author","3","validation property","","","Alias of the name","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[2].items.properties.alternateName","8"
"Sample","isRelatedTo.author.name","name","isRelatedTo.author","3","validation property","","","Name of the organization","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[2].items.properties.name","8"
"Sample","isRelatedTo.author.parentOrganization","parentOrganization","isRelatedTo.author","3","validation property","","","Name of the parent organization. For instance, the parentOrganization of NIAID is the National Institutes of health (NIH)","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[2].items.properties.parentOrganization","8"
"Sample","isRelatedTo.author.email","email","isRelatedTo.author","3","validation property","","","Email address of the organization","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[2].items.properties.email","8"
"Sample","isRelatedTo.author.identifier","identifier","isRelatedTo.author","3","validation property","","","Unique identifier of the organization","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[2].items.properties.identifier","8"
"Sample","isRelatedTo.author.role","role","isRelatedTo.author","3","validation property","","","What role the organization played in creating the dataset","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[2].items.properties.role","8"
"Sample","isRelatedTo.author.url","url","isRelatedTo.author","3","validation property","","","Link to the organization","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.author.anyOf[2].items.properties.url","8"
"Sample","isRelatedTo.abstract","abstract","isRelatedTo","2","validation property","","","Abstract of the publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.abstract","2"
"Sample","isRelatedTo.datePublished","datePublished","isRelatedTo","2","validation property","","","Date the article was published","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.datePublished","2"
"Sample","isRelatedTo.description","description","isRelatedTo","2","validation property","","","Description of the publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.description","2"
"Sample","isRelatedTo.name","name","isRelatedTo","2","validation property","","","Title of the publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.name","2"
"Sample","isRelatedTo.identifier","identifier","isRelatedTo","2","validation property","","","An identifier associated with the citation such as a digital object identifier (DOI), PubMed ID (PMID), or PubMed Central ID (PMCID)","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.identifier","2"
"Sample","isRelatedTo.pmid","pmid","isRelatedTo","2","validation property","","PubMed identifier","A PubMed identifier (PMID) of the referenced publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.pmid","2"
"Sample","isRelatedTo.doi","doi","isRelatedTo","2","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.doi","2"
"Sample","isRelatedTo.issueNumber","issueNumber","isRelatedTo","2","validation property","","","Issue number where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.issueNumber","2"
"Sample","isRelatedTo.journalName","journalName","isRelatedTo","2","validation property","","","Journal where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.journalName","2"
"Sample","isRelatedTo.journalNameAbbrev","journalNameAbbrev","isRelatedTo","2","validation property","","","Abbreviated journal name where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.journalNameAbbrev","2"
"Sample","isRelatedTo.pagination","pagination","isRelatedTo","2","validation property","","","Page numbers in the journal where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.pagination","2"
"Sample","isRelatedTo.url","url","isRelatedTo","2","validation property","","","The url of the article","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.url","2"
"Sample","isRelatedTo.volumeNumber","volumeNumber","isRelatedTo","2","validation property","","","Volume of the journal where the article appears","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.volumeNumber","2"
"Sample","isRelatedTo.citation","citation","isRelatedTo","2","validation property","","","The bibliographic citation string for the article as is provided","","hits[Sample].validation.properties.isRelatedTo.anyOf[0].items.properties.citation","2"
"Sample","isRelatedTo.author","author","isRelatedTo","2","validation property","","","Author(s) of the referenced work","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.author","2"
"Sample","isRelatedTo.abstract","abstract","isRelatedTo","2","validation property","","","Abstract of the referenced work","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.abstract","2"
"Sample","isRelatedTo.datePublished","datePublished","isRelatedTo","2","validation property","","","Date the referenced work was published","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.datePublished","2"
"Sample","isRelatedTo.description","description","isRelatedTo","2","validation property","","","Description of the referenced work","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.description","2"
"Sample","isRelatedTo.hasPart","hasPart","isRelatedTo","2","validation property","","","A portion of the work","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart","2"
"Sample","isRelatedTo.hasPart.author","author","isRelatedTo.hasPart","3","validation property","","","Author(s) of the publication","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author","2"
"Sample","isRelatedTo.hasPart.author.affiliation","affiliation","isRelatedTo.hasPart.author","4","validation property","","","","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.affiliation","8"
"Sample","isRelatedTo.hasPart.author.name","name","isRelatedTo.hasPart.author","4","validation property","","","Name of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.name","4"
"Sample","isRelatedTo.hasPart.author.email","email","isRelatedTo.hasPart.author","4","validation property","","","Email address of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.email","4"
"Sample","isRelatedTo.hasPart.author.familyName","familyName","isRelatedTo.hasPart.author","4","validation property","","","Family name (surname) of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.familyName","4"
"Sample","isRelatedTo.hasPart.author.givenName","givenName","isRelatedTo.hasPart.author","4","validation property","","","Given (first) name of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.givenName","4"
"Sample","isRelatedTo.hasPart.author.identifier","identifier","isRelatedTo.hasPart.author","4","validation property","","","Unique identifier of the person, like an ORCID ID","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.identifier","4"
"Sample","isRelatedTo.hasPart.author.role","role","isRelatedTo.hasPart.author","4","validation property","","","Role the person played in creating the dataset","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.role","4"
"Sample","isRelatedTo.hasPart.author.title","title","isRelatedTo.hasPart.author","4","validation property","","","Title of the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.title","4"
"Sample","isRelatedTo.hasPart.author.url","url","isRelatedTo.hasPart.author","4","validation property","","","Link to the homepage or other web content describing the person","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.url","4"
"Sample","isRelatedTo.hasPart.author.alternateName","alternateName","isRelatedTo.hasPart.author","4","validation property","","","Alias of the name","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.alternateName","4"
"Sample","isRelatedTo.hasPart.author.name","name","isRelatedTo.hasPart.author","4","validation property","","","Name of the organization","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.name","4"
"Sample","isRelatedTo.hasPart.author.parentOrganization","parentOrganization","isRelatedTo.hasPart.author","4","validation property","","","Name of the parent organization. For instance, the parentOrganization of NIAID is the National Institutes of health (NIH)","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.parentOrganization","4"
"Sample","isRelatedTo.hasPart.author.email","email","isRelatedTo.hasPart.author","4","validation property","","","Email address of the organization","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.email","4"
"Sample","isRelatedTo.hasPart.author.identifier","identifier","isRelatedTo.hasPart.author","4","validation property","","","Unique identifier of the organization","","hits[Sample].validation.properties.isRelatedTo.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.identifier","4"
