"class","term","property","parent term","depth","term kind","field tier","abstract","description","rdfs:comment","json path","reached via paths"
"Dataset","Dataset","Dataset","","0","class","","Datasets contained in the NIAID Data Ecosystem. A dataset is a collection of data of a particular experimental type.","","Datasets contained in the NIAID Data Ecosystem. A dataset is a collection of data of a particular experimental type. The NIAID Data Ecosystem is an environment to find and access and infectious and immune-mediated disease data and computational tools to speed the development of diagnostics, therapeutics, and vaccines. The NIAID Data Ecosystem Discovery Portal harvests metadata from dataset repository and harmonizes them to this schema to enable easy cross-platform dataset searching and filtering.","nde:Dataset","1"
"ComputationalTool","ComputationalTool","ComputationalTool","","0","class","","ComputationalTools (software, workflows, computational tools, code) contained in the NIAID Data Ecosystem.","","ComputationalTools (software, workflows, computational tools, code) contained in the NIAID Data Ecosystem. The NIAID Data Ecosystem is a secure environment to find, access and analyze immune-mediated and infectious disease data and computational tools to speed the development of diagnostics, therapeutics, and vaccines. The NIAID Data Ecosystem Discovery Portal harvests metadata from dataset repository and harmonizes them to this schema to enable easy cross-platform dataset searching and filtering.","nde:ComputationalTool","1"
"ResourceCatalog","ResourceCatalog","ResourceCatalog","","0","class","","ResourceCatalogs (collections of scientific information or research outputs) contained in the NIAID Data Ecosystem. Resource catalogs include databases, repositories, knowledge bases, citation indices, software indices, browser-based data portals (web portals), etc.","","ResourceCatalogs (collections of scientific information or research outputs) contained in the NIAID Data Ecosystem. Resource catalogs include databases, repositories, knowledge bases, citation indices, software indices, browser-based data portals (web portals), etc. The NIAID Data Ecosystem is an environment to find and access and infectious and immune-mediated disease data, resources and computational tools to speed the development of diagnostics, therapeutics, and vaccines. The NIAID Data Ecosystem Discovery Portal harvests metadata from dataset repository and harmonizes them to this schema to enable easy cross-platform dataset searching and filtering.","nde:ResourceCatalog","1"
"DefinedTerm","DefinedTerm","DefinedTerm","","0","class","","","","A word, name, acronym, phrase, etc. with a formal definition. Often used in the context of category or subject classification, glossaries or dictionaries, product or creative work types, etc. Use the name property for the term being defined, use termCode if the term has an alpha-numeric code allocated, use description to provide the definition of the term.","nde:DefinedTerm","1"
"Sample","Sample","Sample","","0","class","","Samples contained in the NIAID Data Ecosystem. A sample is a material entity taken from a larger source.","","Samples contained in the NIAID Data Ecosystem. A Sample is a material entity taken from a larger source, system, or environment, collected for the purpose of analysis, testing, identification, or demonstration. The NIAID Data Ecosystem Discovery Portal harvests metadata from repositories and harmonizes them to this schema to enable easy cross-platform sample searching and filtering.","nde:Sample","1"
"SampleCollection","SampleCollection","SampleCollection","","0","class","","Samples collections contained in the NIAID Data Ecosystem. A sample collection is an aggregate sample record.","","Sample collections contained in the NIAID Data Ecosystem. A SampleCollection is a collection of samples with some aggregate information about the collection itself. A SampleCollection can be useful for describing sample information when only aggregated sample-level metadata is provided due to privacy issues that prevent sharing of individual sample-level metadata record.","nde:SampleCollection","1"
"DataCollection","DataCollection","DataCollection","","0","class","","Data Collections contained in the NIAID Data Ecosystem. A data collection is a collection of data grouped by common search fields in the NIAID Data Ecosystem.","","Data collections contained in the NIAID Data Ecosystem. A data collection is a collection of data records from other sources that have been grouped by common search fields. The NIAID Data Ecosystem is an environment to find and access and infectious and immune-mediated disease data and resources to speed the development of diagnostics, therapeutics, and vaccines. The NIAID Data Ecosystem Discovery Portal aggregates metadata from repository of various data types and harmonizes them to this schema to enable easy cross-platform resource searching and filtering. Data collections are essentially artificial datasets that exist in the NIAID Data Ecosystem to extend the discovery of resources beyond the current scope of the data classes included in the Discovery Portal.","nde:DataCollection","1"
"SemanticTriple","SemanticTriple","SemanticTriple","","0","class","","","","The SemanticTriple is a structured representation of a subject–predicate–object assertion, modeled after the RDF triple pattern used in knowledge graphs and linked data systems. While schema.org/Statement provides a general mechanism for reifying claims about entities, SemanticTriple makes the triple structure explicit and unambiguous, enabling direct, lossless translation between schema.org markup and RDF-based knowledge graph formats such as RDF/XML, Turtle, JSON-LD, and N-Triples.","nde:SemanticTriple","1"
"Inference","Inference","Inference","","0","class","","","","The Inference Type describes a discrete observation, assertion, result/conclusion drawn from and/or about a dataset or a collection of data. Note that while the Inference type itself is used to model or capture a primary observation, assertion, result/conclusion akin to a semantic triple; it's schema.org-based structure may also include provenance-related information (akin to provenance-related semantic triples). Lastly, the schema include key Discovery Portal properties to enable improved search.","nde:Inference","1"
"Dataset","citedBy","citedBy","","0","property declaration","recommended","","","Publications that cite the dataset, resource/resource catalog or computational tool. Examples: a publication which reuses the dataset in a secondary analysis, a dataset which extends the existing dataset, or a computational tool which relies on the dataset.","nde:citedBy","1"
"Dataset","date","date","","0","property declaration","required","","","Date the dataset, resource/resource catalog or computational tool has changed: most recent date of dateModified, datePublished, and dateCreated.","nde:date","1"
"Dataset","doi","doi","","0","property declaration","recommended","","","Digital object identifier (DOI) for the dataset, resource/resource catalog or computational tool.","nde:doi","1"
"Dataset","includedInDataCatalog","includedInDataCatalog","","0","property declaration","required","","","Repository or source which contains the dataset, resource/resource catalog, computational tool etc.","nde:includedInDataCatalog","1"
"Dataset","isBasisFor","isBasisFor","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which incorporate this dataset, resource/resource catalog or computational tool.","nde:isBasisFor","1"
"Dataset","isRelatedTo","isRelatedTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are related to the given dataset, resource/resource catalog or computational tool.","nde:isRelatedTo","1"
"Dataset","isSimilarTo","isSimilarTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are similar to the dataset, resource/resource catalog or computational tool, based on terms in the names, descriptions, authors, measurementTechniques, infectiousAgents, healthConditions, etc.","nde:isSimilarTo","1"
"Dataset","nctid","nctid","","0","property declaration","optional","","","ClinicalTrials.gov identifier associated with the Dataset.","nde:nctid","1"
"Dataset","relationship","relationship","","0","property declaration","optional","","","How an associated work is related to the dataset, resource/resource catalog.","nde:relationship","1"
"Dataset","topicCategory","topicCategory","","0","property declaration","recommended","","","Topic of the dataset, resource/resource catalog or computational tool. This topic may be assigned by a human curator or through automated algorithms.","nde:topicCategory","1"
"Dataset","infectiousAgent","infectiousAgent","","0","property declaration","recommended","","","Infectious agent(s) / pathogen(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. SARS-CoV-2).","nde:infectiousAgent","1"
"Dataset","healthCondition","healthCondition","","0","property declaration","recommended","","","The infectious disease(s) / health condition(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. COVID-19, coronavirus).","nde:healthCondition","1"
"Dataset","funding","funding","","0","property declaration","required","","","Funding that supports (sponsors) the collection of a dataset, resource/resource catalog or computational tool through some kind of financial contribution.","nde:funding","1"
"Dataset","distribution","distribution","","0","property declaration","required","","","A downloadable form of the dataset, resource/resource catalog, at a specific location, in a specific format.","nde:distribution","1"
"Dataset","species","species","","0","property declaration","recommended","","","Species(es) from which dataset has been collected, or is the focus of a resource/resource catalog, or for which the tool was designed or applied.","nde:species","1"
"Dataset","measurementTechnique","measurementTechnique","","0","property declaration","required","","","A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","nde:measurementTechnique","1"
"Dataset","variableMeasured","variableMeasured","","0","property declaration","recommended","","","The variableMeasured property can indicate (repeated as necessary) the variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue, or more explicitly as a StatisticalVariable.","nde:variableMeasured","1"
"Dataset","sourceOrganization","sourceOrganization","","0","property declaration","optional","","","The organization, research project, working group, or funded program on whose behalf the author/creator was working.","nde:sourceOrganization","1"
"Dataset","sample","sample","","0","property declaration","optional","","","The sample(s) which were used to generate the dataset or sample collection","nde:sample","1"
"ComputationalTool","citedBy","citedBy","","0","property declaration","recommended","","","Publications that cite the dataset, resource/resource catalog or computational tool. Examples: a publication which reuses the dataset in a secondary analysis, a dataset which extends the existing dataset, or a computational tool which relies on the dataset.","nde:citedBy","1"
"ComputationalTool","date","date","","0","property declaration","required","","","Date the dataset, resource/resource catalog or computational tool has changed: most recent date of dateModified, datePublished, and dateCreated.","nde:date","1"
"ComputationalTool","doi","doi","","0","property declaration","recommended","","","Digital object identifier (DOI) for the dataset, resource/resource catalog or computational tool.","nde:doi","1"
"ComputationalTool","includedInDataCatalog","includedInDataCatalog","","0","property declaration","required","","","Repository or source which contains the dataset, resource/resource catalog, computational tool etc.","nde:includedInDataCatalog","1"
"ComputationalTool","isBasisFor","isBasisFor","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which incorporate this dataset, resource/resource catalog or computational tool.","nde:isBasisFor","1"
"ComputationalTool","isRelatedTo","isRelatedTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are related to the given dataset, resource/resource catalog or computational tool.","nde:isRelatedTo","1"
"ComputationalTool","isSimilarTo","isSimilarTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are similar to the dataset, resource/resource catalog or computational tool, based on terms in the names, descriptions, authors, measurementTechniques, infectiousAgents, healthConditions, etc.","nde:isSimilarTo","1"
"ComputationalTool","topicCategory","topicCategory","","0","property declaration","recommended","","","Topic of the dataset, resource/resource catalog or computational tool. This topic may be assigned by a human curator or through automated algorithms.","nde:topicCategory","1"
"ComputationalTool","infectiousAgent","infectiousAgent","","0","property declaration","optional","","","Infectious agent(s) / pathogen(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. SARS-CoV-2).","nde:infectiousAgent","1"
"ComputationalTool","healthCondition","healthCondition","","0","property declaration","optional","","","The infectious disease(s) / health condition(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. COVID-19, coronavirus).","nde:healthCondition","1"
"ComputationalTool","funding","funding","","0","property declaration","required","","","Funding that supports (sponsors) the collection of a dataset, resource/resource catalog or computational tool through some kind of financial contribution.","nde:funding","1"
"ComputationalTool","species","species","","0","property declaration","optional","","","Species(es) from which dataset has been collected, or is the focus of a resource/resource catalog, or for which the tool was designed or applied.","nde:species","1"
"ComputationalTool","measurementTechnique","measurementTechnique","","0","property declaration","","","","A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","nde:measurementTechnique","1"
"ComputationalTool","variableMeasured","variableMeasured","","0","property declaration","","","","The variableMeasured property can indicate (repeated as necessary) the variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue, or more explicitly as a StatisticalVariable.","nde:variableMeasured","1"
"ComputationalTool","sourceOrganization","sourceOrganization","","0","property declaration","optional","","","The organization, research project, working group, or funded program on whose behalf the author/creator was working.","nde:sourceOrganization","1"
"ResourceCatalog","citedBy","citedBy","","0","property declaration","recommended","","","Publications that cite the dataset, resource/resource catalog or computational tool. Examples: a publication which reuses the dataset in a secondary analysis, a dataset which extends the existing dataset, or a computational tool which relies on the dataset.","nde:citedBy","1"
"ResourceCatalog","date","date","","0","property declaration","required","","","Date the dataset, resource/resource catalog or computational tool has changed: most recent date of dateModified, datePublished, and dateCreated.","nde:date","1"
"ResourceCatalog","doi","doi","","0","property declaration","recommended","","","Digital object identifier (DOI) for the dataset, resource/resource catalog or computational tool.","nde:doi","1"
"ResourceCatalog","includedInDataCatalog","includedInDataCatalog","","0","property declaration","required","","","Repository or source which contains the dataset, resource/resource catalog, computational tool etc.","nde:includedInDataCatalog","1"
"ResourceCatalog","isBasisFor","isBasisFor","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which incorporate this dataset, resource/resource catalog or computational tool.","nde:isBasisFor","1"
"ResourceCatalog","isRelatedTo","isRelatedTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are related to the given dataset, resource/resource catalog or computational tool.","nde:isRelatedTo","1"
"ResourceCatalog","isSimilarTo","isSimilarTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are similar to the dataset, resource/resource catalog or computational tool, based on terms in the names, descriptions, authors, measurementTechniques, infectiousAgents, healthConditions, etc.","nde:isSimilarTo","1"
"ResourceCatalog","relationship","relationship","","0","property declaration","optional","","","How an associated work is related to the dataset, resource/resource catalog.","nde:relationship","1"
"ResourceCatalog","topicCategory","topicCategory","","0","property declaration","recommended","","","Topic of the dataset, resource/resource catalog or computational tool. This topic may be assigned by a human curator or through automated algorithms.","nde:topicCategory","1"
"ResourceCatalog","collectionType","collectionType","","0","property declaration","recommended","","","The type of resource/resource catalog that best describes the work.","nde:collectionType","1"
"ResourceCatalog","collectionSize","collectionSize","","0","property declaration","recommended","","","The number of records, datasets, tools, items, pages, etc. in the resource/resource catalog.","nde:collectionSize","1"
"ResourceCatalog","hasDownload","hasDownload","","0","property declaration","recommended","","","The resource/resource catalog provides download access to its content. Options: All content (e.g. entire data builds, tools, etc.), Partial content (just data, or just tools, etc.), Record-level (individual records, or selections of records), Aggregate data (aggregations or analyses of the data are downloadable, but not the data itself), , No downloads (information is viewable but not downloadable, users must resort to copy/paste, screenshots, etc.), Prohibited (downloading, copy/pasting, screenshotting the data is prohibited).","nde:hasDownload","1"
"ResourceCatalog","hasAPI","hasAPI","","0","property declaration","recommended","","","The resource/resource catalog provides API access to its content.","nde:hasAPI","1"
"ResourceCatalog","infectiousAgent","infectiousAgent","","0","property declaration","recommended","","","Infectious agent(s) / pathogen(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. SARS-CoV-2).","nde:infectiousAgent","1"
"ResourceCatalog","healthCondition","healthCondition","","0","property declaration","recommended","","","The infectious disease(s) / health condition(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. COVID-19, coronavirus).","nde:healthCondition","1"
"ResourceCatalog","funding","funding","","0","property declaration","required","","","Funding that supports (sponsors) the collection of a dataset, resource/resource catalog or computational tool through some kind of financial contribution.","nde:funding","1"
"ResourceCatalog","distribution","distribution","","0","property declaration","optional","","","A downloadable form of the dataset, resource/resource catalog, at a specific location, in a specific format.","nde:distribution","1"
"ResourceCatalog","species","species","","0","property declaration","recommended","","","Species(es) from which dataset has been collected, or is the focus of a resource/resource catalog, or for which the tool was designed or applied.","nde:species","1"
"ResourceCatalog","measurementTechnique","measurementTechnique","","0","property declaration","required","","","A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","nde:measurementTechnique","1"
"ResourceCatalog","variableMeasured","variableMeasured","","0","property declaration","recommended","","","The variableMeasured property can indicate (repeated as necessary) the variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue, or more explicitly as a StatisticalVariable.","nde:variableMeasured","1"
"ResourceCatalog","sourceOrganization","sourceOrganization","","0","property declaration","optional","","","The organization, research project, working group, or funded program on whose behalf the author/creator was working.","nde:sourceOrganization","1"
"ResourceCatalog","archivedAt","archivedAt","","0","property declaration","optional","","","The url of a dataset, tool, resource or other item listed in a DataCatalog or ResourceCatalog.","nde:archivedAt","1"
"DefinedTerm","curatedBy","curatedBy","","0","property declaration","recommended","","","The curator who generated the metadata annotation.","nde:curatedBy","1"
"DefinedTerm","originalName","originalName","","0","property declaration","optional","","","The original name or term that was provided in the metadata.","nde:originalName","1"
"DefinedTerm","isCurated","isCurated","","0","property declaration","recommended","","","A boolean indicating whether or not a Defined Term was curated by an annotator (true) or programmatically generated (false).","nde:isCurated","1"
"Sample","citedBy","citedBy","","0","property declaration","optional","","","Publications that cite the dataset, resource/resource catalog or computational tool. Examples: a publication which reuses the dataset in a secondary analysis, a dataset which extends the existing dataset, or a computational tool which relies on the dataset.","nde:citedBy","1"
"Sample","date","date","","0","property declaration","required","","","Date the dataset, resource/resource catalog or computational tool has changed: most recent date of dateModified, datePublished, and dateCreated.","nde:date","1"
"Sample","includedInDataCatalog","includedInDataCatalog","","0","property declaration","required","","","Repository or source which contains the dataset, resource/resource catalog, computational tool etc.","nde:includedInDataCatalog","1"
"Sample","isBasisFor","isBasisFor","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which incorporate this dataset, resource/resource catalog or computational tool.","nde:isBasisFor","1"
"Sample","isRelatedTo","isRelatedTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are related to the given dataset, resource/resource catalog or computational tool.","nde:isRelatedTo","1"
"Sample","isSimilarTo","isSimilarTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are similar to the dataset, resource/resource catalog or computational tool, based on terms in the names, descriptions, authors, measurementTechniques, infectiousAgents, healthConditions, etc.","nde:isSimilarTo","1"
"Sample","topicCategory","topicCategory","","0","property declaration","recommended","","","Topic of the dataset, resource/resource catalog or computational tool. This topic may be assigned by a human curator or through automated algorithms.","nde:topicCategory","1"
"Sample","infectiousAgent","infectiousAgent","","0","property declaration","recommended","","","Infectious agent(s) / pathogen(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. SARS-CoV-2).","nde:infectiousAgent","1"
"Sample","healthCondition","healthCondition","","0","property declaration","recommended","","","The infectious disease(s) / health condition(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. COVID-19, coronavirus).","nde:healthCondition","1"
"Sample","funding","funding","","0","property declaration","recommended","","","Funding that supports (sponsors) the collection of a dataset, resource/resource catalog or computational tool through some kind of financial contribution.","nde:funding","1"
"Sample","distribution","distribution","","0","property declaration","optional","","","A downloadable form of the dataset, resource/resource catalog, at a specific location, in a specific format.","nde:distribution","1"
"Sample","species","species","","0","property declaration","recommended","","","Species(es) from which dataset has been collected, or is the focus of a resource/resource catalog, or for which the tool was designed or applied.","nde:species","1"
"Sample","measurementTechnique","measurementTechnique","","0","property declaration","optional","","","A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","nde:measurementTechnique","1"
"Sample","variableMeasured","variableMeasured","","0","property declaration","optional","","","The variableMeasured property can indicate (repeated as necessary) the variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue, or more explicitly as a StatisticalVariable.","nde:variableMeasured","1"
"Sample","sourceOrganization","sourceOrganization","","0","property declaration","recommended","","","The organization, research project, working group, or funded program on whose behalf the author/creator was working.","nde:sourceOrganization","1"
"Sample","associatedPhenotype","associatedPhenotype","","0","property declaration","optional","","","one or more observable traits or conditions relevant to the source of the sample.","nde:associatedPhenotype","1"
"Sample","associatedGenotype","associatedGenotype","","0","property declaration","optional","","","One or more genetic variants or molecular features observed or inferred from the sample.","nde:associatedGenotype","1"
"Sample","cellType","cellType","","0","property declaration","recommended","","","The type of cell represented in or derived from the biological sample, based on morphology, lineage, or molecular markers.","nde:cellType","1"
"Sample","additionalProperty","additionalProperty","","0","property declaration","optional","","","Other properties listed in the item metadata record.","nde:additionalProperty","1"
"SampleCollection","includedInDataCatalog","includedInDataCatalog","","0","property declaration","recommended","","","Repository or source which contains the dataset, resource/resource catalog, computational tool etc.","nde:includedInDataCatalog","1"
"SampleCollection","cellType","cellType","","0","property declaration","","","","The type of cell represented in or derived from the biological sample, based on morphology, lineage, or molecular markers.","nde:cellType","1"
"DataCollection","citedBy","citedBy","","0","property declaration","optional","","","Publications that cite the dataset, resource/resource catalog or computational tool. Examples: a publication which reuses the dataset in a secondary analysis, a dataset which extends the existing dataset, or a computational tool which relies on the dataset.","nde:citedBy","1"
"DataCollection","date","date","","0","property declaration","required","","","Date the dataset, resource/resource catalog or computational tool has changed: most recent date of dateModified, datePublished, and dateCreated.","nde:date","1"
"DataCollection","includedInDataCatalog","includedInDataCatalog","","0","property declaration","required","","","Repository or source which contains the dataset, resource/resource catalog, computational tool etc.","nde:includedInDataCatalog","1"
"DataCollection","isBasisFor","isBasisFor","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which incorporate this dataset, resource/resource catalog or computational tool.","nde:isBasisFor","1"
"DataCollection","isRelatedTo","isRelatedTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are related to the given dataset, resource/resource catalog or computational tool.","nde:isRelatedTo","1"
"DataCollection","isSimilarTo","isSimilarTo","","0","property declaration","optional","","","Dataset, resource/resource catalog or computational tool which are similar to the dataset, resource/resource catalog or computational tool, based on terms in the names, descriptions, authors, measurementTechniques, infectiousAgents, healthConditions, etc.","nde:isSimilarTo","1"
"DataCollection","topicCategory","topicCategory","","0","property declaration","recommended","","","Topic of the dataset, resource/resource catalog or computational tool. This topic may be assigned by a human curator or through automated algorithms.","nde:topicCategory","1"
"DataCollection","collectionSize","collectionSize","","0","property declaration","required","","","The number of records, datasets, tools, items, pages, etc. in the resource/resource catalog.","nde:collectionSize","1"
"DataCollection","infectiousAgent","infectiousAgent","","0","property declaration","recommended","","","Infectious agent(s) / pathogen(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. SARS-CoV-2).","nde:infectiousAgent","1"
"DataCollection","healthCondition","healthCondition","","0","property declaration","recommended","","","The infectious disease(s) / health condition(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. COVID-19, coronavirus).","nde:healthCondition","1"
"DataCollection","funding","funding","","0","property declaration","recommended","","","Funding that supports (sponsors) the collection of a dataset, resource/resource catalog or computational tool through some kind of financial contribution.","nde:funding","1"
"DataCollection","species","species","","0","property declaration","recommended","","","Species(es) from which dataset has been collected, or is the focus of a resource/resource catalog, or for which the tool was designed or applied.","nde:species","1"
"DataCollection","measurementTechnique","measurementTechnique","","0","property declaration","recommended","","","A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","nde:measurementTechnique","1"
"DataCollection","variableMeasured","variableMeasured","","0","property declaration","recommended","","","The variableMeasured property can indicate (repeated as necessary) the variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue, or more explicitly as a StatisticalVariable.","nde:variableMeasured","1"
"DataCollection","sourceOrganization","sourceOrganization","","0","property declaration","optional","","","The organization, research project, working group, or funded program on whose behalf the author/creator was working.","nde:sourceOrganization","1"
"SemanticTriple","isSymmetric","isSymmetric","","0","property declaration","recommended","","","A boolean indicating whether the triple's predicate asserts a symmetric relationship — that is, if A relates to B, then B relates to A by the same predicate. For example, biolink:correlated_with is symmetric, while biolink:regulates is not. Corresponds to owl:SymmetricProperty in OWL and symmetric: true in the Biolink Model.","nde:isSymmetric","1"
"SemanticTriple","inversePredicate","inversePredicate","","0","property declaration","recommended","","","The predicate that expresses the inverse of this triple's relationship. The predicate which would be used if subject and object were swapped. Only meaningful when isSymmetric is false. For example, the inverse of biolink:regulates is biolink:regulated_by. Corresponds to owl:inverseOf in OWL and the inverse: slot on predicate definitions in the Biolink Model.","nde:inversePredicate","1"
"SemanticTriple","tripleObject","tripleObject","","0","property declaration","required","","","The value or entity the predicate points to (corresponding to the RDF object). ","nde:tripleObject","1"
"SemanticTriple","triplePredicate","triplePredicate","","0","property declaration","required","","","The relationship being asserted, observed, inferred, between the subject and the object (corresponding to the RDF predicate)","nde:triplePredicate","1"
"SemanticTriple","tripleSubject","tripleSubject","","0","property declaration","required","","","The entity the assertion, observation, or inference is about (corresponding to the RDF subject). ","nde:tripleSubject","1"
"SemanticTriple","tripleObjectQualifier","tripleObjectQualifier","","0","property declaration","recommended","","","Contextual or qualifying information about the object of the assertion, observation, or inference. For example, a chemical entity object may be qualified by its form (e.g. abundance or activity of a gene product), or a phenotypic feature object may be qualified by its severity, onset, or frequency in the context of a given disease association. Corresponds to object-level qualifiers in RDF-star annotations or RDF literal metadata.","nde:tripleObjectQualifier","1"
"SemanticTriple","tripleSubjectQualifier","tripleSubjectQualifier","","0","property declaration","recommended","","","Contextual or qualifying information about the subject of the assertion, observation, or inference. For example, a disease subject may be qualified by the anatomical location or cell type in which it manifests. Corresponds to subject-level qualifiers in RDF-star annotations or named graph metadata.","nde:tripleSubjectQualifier","1"
"SemanticTriple","triplePredicateQualifier","triplePredicateQualifier","","0","property declaration","recommended","","","Contextual or qualifying information about the predicate of the assertion, observation, or inference. For example, a 'gene associated with disease' predicate may be qualified by the association type (e.g. causal vs. correlated), the direction of effect (e.g. gain-of-function vs. loss-of-function), or the knowledge source (e.g. curated vs. inferred). Corresponds to predicate-level qualifiers in RDF-star annotations or property path metadata.","nde:triplePredicateQualifier","1"
"Inference","observationType","observationType","","0","property declaration","required","","","One or more categories of the inference. The categories may reflect specific triple patterns or motifs. For example, gene x is upregulated in disease y OR gene x is differentiall expressed in disease y.","nde:observationType","1"
"Inference","semanticMapping","semanticMapping","","0","property declaration","recommended","","","An explicit mapping of the inference to a SemanticTriple format. Schema.org classes are structured such that each property is a predicate, each Class is the 'subject' and the value of each property is the object. This can be confusing when the class (like the Inference type) can potentially be similar to a semantic triple on its own. While potentially redundant, this property enables explicit and unambiguous mapping of the inference to a semantic triple for increased interpretability.","nde:semanticMapping","1"
"Inference","analyticalMethod","analyticalMethod","","0","property declaration","recommended","","","One or more analytical methods or techniques used to create the inference from the data","nde:analyticalMethod","1"
"Inference","date","date","","0","property declaration","required","","","Date the dataset, resource/resource catalog or computational tool has changed: most recent date of dateModified, datePublished, and dateCreated.","nde:date","1"
"Inference","includedInDataCatalog","includedInDataCatalog","","0","property declaration","required","","","Repository or source which contains the dataset, resource/resource catalog, computational tool etc.","nde:includedInDataCatalog","1"
"Inference","infectiousAgent","infectiousAgent","","0","property declaration","recommended","","","Infectious agent(s) / pathogen(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. SARS-CoV-2).","nde:infectiousAgent","1"
"Inference","healthCondition","healthCondition","","0","property declaration","recommended","","","The infectious disease(s) / health condition(s) which are the focus of the dataset, resource/resource catalog or computational tool (e.g. COVID-19, coronavirus).","nde:healthCondition","1"
"Inference","species","species","","0","property declaration","recommended","","","Species(es) from which dataset has been collected, or is the focus of a resource/resource catalog, or for which the tool was designed or applied.","nde:species","1"
